Cluster ID	Cluster name	Supercluster	Class auto-annotation	Neurotransmitter auto-annotation	Neuropeptide auto-annotation	Subtype auto-annotation	Transferred MTG Label	Top three regions	Top three dissections	Top Enriched Genes	Number of cells	DoubletFinder score	Total UMI	Fraction unspliced	Fraction mitochondrial	H19.30.002	H19.30.001	H18.30.002	H18.30.001	Fraction cells from top donor	Number of donors
367	Splat_367	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Midbrain: 96.9%, Thalamus: 2.6%, Pons: 0.3%	Human SC: 38.5%, Human IC: 29.3%, Human PAG: 15.2%	LHX9, TFAP2D, TAC1, SAMD11, POU4F1, FAM9B, BARHL1, AC092114.1, SLC17A6, LINC01568	4065	0.057230426	19821.9877	0.65475785	0.004510535	1198	2111	756	0	0.519311193	3
368	Splat_368	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Midbrain: 84.5%, Thalamus: 13.4%, Pons: 1.5%	Human PTR: 24.0%, Human PAG: 18.1%, Human IC: 15.7%	EBF3, TFAP2B, TFAP2D, LHX9, BNC2, EBF1, EBF2, ONECUT1, KLHL1, SCN7A	10857	0.060360255	22312.57788	0.670460705	0.007031991	3919	4633	2305	0	0.426729299	3
369	Splat_369	Splatter	NEUR	VGLUT2	CBLN CCK CHGA CHGB NAMPT NTS NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Midbrain: 96.5%, Thalamus: 2.3%, Pons: 0.6%	Human PTR: 42.2%, Human SC: 39.6%, Human IC: 6.3%	TFAP2B, FOXB1, LHX9, TFAP2D, SHOX2, NTS, EBF3, FAM9B, LEF1, AC074237.1	2975	0.054954353	20270.93815	0.656873196	0.005595661	961	1598	414	2	0.537142857	4
370	Splat_370	Splatter	NEUR	VGLUT2	ADCYAP CCK CHGA CHGB NAMPT NUCB NXPH PENK SCG TAC UBL proSAAS		N/A	Midbrain: 98.8%, Pons: 0.5%, Thalamus: 0.5%	Human SC: 76.1%, Human IC: 11.3%, Human PTR: 7.9%	EBF2, TFAP2B, EBF3, EBF1, LHX9, POU4F1, HSPD1P8, LEF1, TFAP2D, LGR5	3622	0.037646928	15025.90641	0.625933764	0.003283069	773	2238	610	1	0.617890668	4
371	Splat_371	Splatter	NEUR	VGLUT2	ADCYAP CART CCK CHGA CHGB CRH NAMPT NTS NUCB NXPH SCG UBL VGF proSAAS		N/A	Midbrain: 99.7%, Cerebellum: 0.3%, Cerebral cortex: 0.0%	Human SC: 93.5%, Human IC: 6.0%, Human PAG-DR: 0.3%	CPA6, BNC2, NPSR1, EBF2, PGM5, OTOS, SHISAL2B, EBF1, LEF1, TAGLN2	398	0.018885548	14967.53769	0.544380096	0.003532163	42	281	75	0	0.706030151	3
372	Thex_372	Thalamic excitatory	NEUR	VGLUT2	ADCYAP CALCB CART CBLN CCK CHGA CHGB CRH IGF NAMPT NMB NPB NUCB NXPH PTHLH SCG UBL VGF proSAAS		N/A	Midbrain: 53.2%, Thalamus: 44.2%, Cerebral cortex: 2.5%	Human PTR: 40.8%, Human MG: 22.6%, Human SN-RN: 10.0%	PTH2, FAM9B, CALCA, CALCB, GBX2, AC019068.1, AC012535.1, LINC01568, LHX9, CALB2	2593	0.085153141	28054.90397	0.661925476	0.006008664	740	1324	464	65	0.510605476	4
373	Splat_373	Splatter	NEUR	VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB NAMPT NMB NPB NUCB NXPH PTH SCG TAC UBL VGF proSAAS		N/A	Midbrain: 61.4%, Thalamus: 36.6%, Amygdala: 0.7%	Human PTR: 32.8%, Human MG: 13.0%, Human SN-RN: 9.9%	PTH2, SHOX2, LHX9, FAM230I, SAMD11, VWA5B1, CALB2, NPB, LINC01920, AC074237.1	3543	0.075242053	26913.5247	0.663933505	0.006045349	1084	1854	605	0	0.523285351	3
374	Splat_374	Splatter	NEUR	VGLUT2	ADCYAP CALCB CBLN CCK CHGA CHGB NAMPT NMB NPB NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 77.9%, Midbrain: 19.6%, Medulla: 2.0%	Human PB: 67.0%, Human PTR: 16.2%, Human DTg: 8.6%	LMX1A, TFAP2B, LMX1B, CALCB, CALCA, EBF2, AC007614.1, ONECUT1, BNC2, CBLN1	1666	0.092682061	23011.90996	0.658702806	0.005014933	256	417	993	0	0.596038415	3
375	Splat_375	Splatter	NEUR	VGLUT2 VGLUT3	ADCYAP CBLN CCK CHGA CHGB CRH NAMPT NUCB SCG UBL VGF proSAAS		N/A	Thalamus: 94.3%, Midbrain: 5.4%, Pons: 0.1%	Human ETH: 77.2%, Human MD-Re: 14.9%, Human PAG-DR: 3.3%	GPR151, POU4F1, MMRN1, DLK1, LHX9, LRRC55, LINC01497, EBF1, LINC01876, ONECUT1	2762	0.047061997	23135.27625	0.656182255	0.017456071	1240	990	531	1	0.448950036	4
376	Splat_376	Splatter	NEUR	VGLUT2	ADCYAP AVP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Hypothalamus: 51.0%, Midbrain: 37.9%, Thalamus: 6.6%	Human SN-RN: 18.1%, Human HTHma: 17.5%, Human HTHso-HTHtub: 14.7%	TRH, LMX1A, SIM1, OTP, MIR217HG, FEZF1-AS1, ONECUT1, DLK1, PITX2, ONECUT3	2573	0.095297073	24303.61718	0.702475747	0.011117472	457	1716	400	0	0.666925768	3
377	Splat_377	Splatter	NEUR	VGLUT2	ADCYAP AVP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TRH UBL VGF proSAAS		N/A	Hypothalamus: 33.0%, Amygdala: 32.4%, Thalamus: 31.4%	Human BNST: 32.1%, Human ANC: 30.6%, Human HTHpo: 14.3%	MIR217HG, AGTR1, ARHGAP36, DLK1, ONECUT3, LHX5-AS1, C14orf39, TFPI, CALCR, ONECUT1	1964	0.070496409	22269.86914	0.679625422	0.01913758	894	530	540	0	0.455193483	3
378	Splat_378	Splatter	NEUR	HDC VGLUT2	CBLN CHGA CHGB NAMPT NUCB NXPH SCG UBL proSAAS		N/A	Amygdala: 29.4%, Basal forebrain: 25.2%, Hypothalamus: 22.3%	Human BNST: 27.8%, Human ANC: 18.1%, Human SEP: 16.8%	ONECUT3, C14orf39, ONECUT1, MIR217HG, ISL1, VWA5B1, AC022433.1, AC092957.1, COL15A1, AC010478.1	493	0.083316952	20166.21704	0.682734161	0.01580532	139	180	174	0	0.365111562	3
379	Splat_379	Splatter	NEUR	GLY	CBLN CHGA CHGB NAMPT NUCB NXPH SCG SST UBL VGF proSAAS		N/A	Pons: 99.2%, Medulla: 0.8%, Cerebral cortex: 0.0%	Human PnEN: 45.0%, Human DTg: 31.7%, Human PnRF: 17.5%	OTP, SLC6A5, EBF2, GLI2, MAB21L2, EBF1, GPR101, AC022034.3, HEPACAM2, NPBWR1	120	0.122228723	22141.66667	0.66711332	0.007904743	26	7	87	0	0.725	3
380	Splat_380	Splatter	NEUR	GLY	CHGA CHGB NAMPT NUCB NXPH PENK PNOC SCG SST UBL VGF proSAAS		N/A	Pons: 62.5%, Medulla: 34.7%, Spinal cord: 1.1%	Human PnEN: 23.4%, Human MoRF-MoEN: 17.0%, Human PB: 15.8%	SLC6A5, PAX2, EBF3, OTP, TFAP2A, HOXB3, LINC01297, LBX1-AS1, LHX5-AS1, EBF2	4748	0.090047964	16800.49937	0.684167736	0.010061966	762	999	2986	1	0.628896377	4
381	Splat_381	Splatter	NEUR	GABA	CHGA CHGB NAMPT NUCB NXPH PENK PNOC SCG SST UBL VGF proSAAS		N/A	Pons: 83.9%, Midbrain: 15.4%, Medulla: 0.5%	Human DTg: 34.1%, Human PB: 30.1%, Human PnEN: 16.2%	EBF2, OTP, PAX7, PAX3, SLC5A7, EBF1, PENK, LHX5-AS1, AP005242.1, AC124864.2	1544	0.082989287	16328.59067	0.666623728	0.009305176	475	224	845	0	0.547279793	3
382	Splat_382	Splatter	NEUR	VGLUT2	ADCYAP CCK CHGA CHGB IGF NAMPT NUCB NXPH SCG SST UBL VGF proSAAS		N/A	Amygdala: 32.1%, Hypothalamus: 30.4%, Basal forebrain: 21.9%	Human BNST: 19.6%, Human SI: 14.2%, Human HTHpo: 13.5%	FST, LINC00348, CALCR, RSPO3, KCNJ5, DMRTA2, LHX5-AS1, PGM5, LHX5, FAM9B	713	0.091147498	26904.32258	0.723951502	0.016928042	120	292	301	0	0.422159888	3
383	Splat_383	Splatter	NEUR	VGLUT2 VGLUT3	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH PTHLH SCG TAC UBL VGF proSAAS		N/A	Hypothalamus: 68.0%, Midbrain: 24.6%, Thalamus: 6.6%	Human HTHma: 35.5%, Human MN: 17.1%, Human HTHma-HTHtub: 15.2%	LMX1A, PITX2, EBF2, EBF3, AP005242.1, FOXA1, LMX1B, LINC01443, LINC01876, AC022034.3	4024	0.080906357	24660.16849	0.689954654	0.011039189	386	2819	819	0	0.70054672	3
384	Splat_384	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NTS NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Hypothalamus: 43.2%, Midbrain: 39.3%, Pons: 9.4%	Human SN: 20.0%, Human SN-RN: 17.3%, Human HTHma-HTHtub: 17.0%	NTS, LMX1A, PITX2, LMX1B, CDH23, PANCR, GIPR, FOXA1, LINC02520, AL161908.1	3100	0.097310025	21753.69968	0.675332695	0.004834016	408	2090	602	0	0.674193548	3
385	Splat_385	Splatter	NEUR	VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB NAMPT NUCB NXPH PDYN SCG SST TAC UBL VGF proSAAS		N/A	Hypothalamus: 93.4%, Midbrain: 4.5%, Amygdala: 0.8%	Human HTHma-HTHtub: 46.9%, Human HTHtub: 19.6%, Human HTHma: 9.9%	LMX1A, LMX1B, LINC01667, CARTPT, IRX3, CRNDE, AR, TMEM255A, GABRE, IRX6	1800	0.0683762	24261.70389	0.741406314	0.00691895	250	1109	441	0	0.616111111	3
386	Splat_386	Splatter	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG VGF proSAAS		N/A	Medulla: 98.2%, Pons: 1.2%, Midbrain: 0.6%	Human MoRF-MoEN: 55.1%, Human MoSR: 38.9%, Human MoAN: 4.2%	TACR3, LINC01876, AC074099.1, HOXB3, HSPD1P8, POU4F1, PGR-AS1, PGR, LINC02742, HOXA3	167	0.081186032	16491.4012	0.774775272	0.010904692	3	20	144	0	0.862275449	3
387	Splat_387	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NMB NPB NUCB NXPH PENK SCG UBL proSAAS		N/A	Pons: 89.9%, Midbrain: 8.9%, Medulla: 0.7%	Human PB: 68.9%, Human DTg: 16.1%, Human PAG: 7.9%	PAX5, EBF2, LINC01798, AC090993.1, F13A1, DLK1, AC004080.1, TMEM255A, GLP1R, EBF3	1804	0.096886679	21178.26552	0.696351358	0.006603874	304	314	1186	0	0.657427938	3
388	Splat_388	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NMU NUCB NXPH SCG SST UBL VGF proSAAS		N/A	Pons: 90.9%, Hypothalamus: 4.1%, Amygdala: 3.6%	Human PnEN: 81.7%, Human PnAN: 4.6%, Human DTg: 4.1%	LINC01798, SCTR, LHX5-AS1, VSX2, APELA, VWA5B1, HPGD, LINC01828, LINC01799, ADCYAP1	197	0.034788482	16118.00508	0.630962868	0.005963364	7	23	167	0	0.847715736	3
389	Splat_389	Splatter	NEUR	GABA	CBLN CCK CHGA CHGB NAMPT NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS		N/A	Pons: 67.3%, Midbrain: 29.6%, Thalamus: 2.4%	Human PnEN: 56.0%, Human PAG: 12.6%, Human DTg: 9.7%	NMB, GATA3, AL121974.1, IRX2, CALCR, GATA2, TACR3, TRPM8, VWA5B1, LMO1	759	0.053858622	20991.77602	0.675485509	0.006575672	161	103	495	0	0.652173913	3
390	Splat_390	Splatter	NEUR	GABA	CBLN CCK CHGA CHGB NAMPT NMB NPB NPPC NUCB NXPH PNOC SCG SST UBL VGF proSAAS		N/A	Thalamus: 81.4%, Amygdala: 5.6%, Pons: 5.3%	Human LG: 42.0%, Human ANC: 34.7%, Human BNST: 5.4%	ECEL1, SST, LINC00540, PAX6, DLK1, ARHGAP36, EGFL6, GPC3, LHX1, SIX3	3366	0.055392634	15378.33601	0.629334684	0.010880406	1102	1734	530	0	0.515151515	3
391	Splat_391	Splatter	NEUR	GABA	AVP CHGA CHGB NAMPT NUCB NXPH SCG UBL proSAAS		N/A	Hypothalamus: 92.3%, Thalamus: 3.3%, Midbrain: 2.8%	Human HTHpo-HTHso: 48.5%, Human HTHma-HTHtub: 13.7%, Human HTHma: 12.2%	SFRP1, AVP, PDGFD, AL158013.1, EGFL6, ABI3BP, GBX1, NFIA-AS2, AC008415.1, LINC01938	827	0.041204856	11495.77509	0.601724783	0.012068432	471	291	65	0	0.569528416	3
392	Splat_392	Splatter	NEUR	GABA	CHGA CHGB IGF NAMPT NUCB NXPH PENK SCG SST UBL UCN VGF proSAAS		N/A	Amygdala: 39.6%, Basal forebrain: 32.7%, Hypothalamus: 21.2%	Human BNST: 24.0%, Human SI: 17.5%, Human HTHpo: 11.4%	LHX8, GBX1, FGF10-AS1, FGF10, STAC, LHX6, DIAPH3, ELFN1, LINC00886, ASAH2	2659	0.100353649	36506.67845	0.70829226	0.018068414	541	1108	1009	1	0.416698007	4
393	Splat_393	Splatter	NEUR	GABA	CBLN CHGA CHGB IGF NAMPT NMU NUCB NXPH PNOC SCG SST UBL VGF proSAAS		N/A	Thalamus: 76.5%, Hypothalamus: 10.6%, Midbrain: 6.0%	Human ANC: 35.5%, Human VLN: 13.9%, Human LG: 9.9%	AC006065.4, ISL1, LINC00943, LINC02058, SST, AC010478.1, SIX3, AC093298.2, COL8A1, INHBB	2754	0.079361549	26838.24074	0.712511205	0.008330964	473	1812	468	1	0.65795207	4
394	Splat_394	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NMB NPB NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Pons: 92.2%, Midbrain: 6.7%, Medulla: 0.5%	Human PB: 78.3%, Human DTg: 10.3%, Human PAG: 4.6%	NPS, LINC01798, IRX4, SLC5A7, LHX9, AC006296.3, AC074099.1, IRX2, LINC01876, TH	1791	0.097247442	22616.74093	0.658984519	0.003890343	146	402	1243	0	0.694025684	3
395	Splat_395	Splatter	NEUR	DA VGLUT2	CALCB CBLN CCK CHGA CHGB GRP IGF NAMPT NMB NPB NUCB NXPH SCG TAC UBL proSAAS		N/A	Midbrain: 92.6%, Hypothalamus: 6.5%, Thalamus: 0.7%	Human SN-RN: 58.2%, Human SN: 19.2%, Human PAG-DR: 6.2%	SLC6A3, LINC01956, TH, EN1, SLC18A2, LMX1B, SLC18A1, LMX1A, LINC00261, ASB4	998	0.129657561	31856.31764	0.685947498	0.006466242	287	425	286	0	0.425851703	3
396	Splat_396	Splatter	NEUR	VGLUT3	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH PENK SCG SST TAC UBL VGF proSAAS		N/A	Pons: 66.2%, Midbrain: 31.2%, Hypothalamus: 1.2%	Human DTg: 32.0%, Human PnEN: 26.2%, Human PAG: 17.4%	LMX1B, FEV, TPH2, SLC17A8, RLN3, GATA3, LINC01956, SLC6A4, GATA2, VWA5B1	1608	0.099405015	24730.14241	0.698119329	0.010415398	580	76	952	0	0.592039801	3
397	Splat_397	Splatter	NEUR	SER VGLUT3	ADCYAP CBLN CCK CHGA CHGB NAMPT NMB NPB NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Pons: 80.1%, Medulla: 8.1%, Midbrain: 7.6%	Human PnRF: 26.5%, Human PnEN: 26.2%, Human DTg: 23.2%	TPH2, SLC6A4, FEV, SLC18A2, LMX1B, DDC, GATA3, NDNF, VWA5B1, AMIGO2	1316	0.097139029	37594.40046	0.68318009	0.007235712	290	115	911	0	0.69224924	3
398	Splat_398	Splatter	NEUR	VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB GAL NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Medulla: 86.6%, Pons: 12.8%, Midbrain: 0.2%	Human MoRF-MoEN: 40.5%, Human MoAN: 37.3%, Human MoSR: 8.9%	PHOX2B-AS1, PHOX2B, LINC00682, HOXB3, SLC5A7, SLC6A2, GAL, TH, PHOX2A, HOTAIRM1	2093	0.108215209	24090.2193	0.703313566	0.010615452	123	914	1056	0	0.504538939	3
399	Splat_399	Splatter	NEUR	VGLUT2	ADCYAP CART CHGA CHGB GAL NAMPT NPFF NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Medulla: 99.3%, Pons: 0.5%, Cerebral cortex: 0.1%	Human MoAN: 42.7%, Human MoRF-MoEN: 36.3%, Human MoSR: 20.3%	PHOX2B-AS1, PHOX2B, TFAP2B, C5orf58, NPFF, LINC00682, HOXB3, LMX1B, DBH, RP1	1007	0.102296023	14398.8282	0.684717968	0.01007749	210	422	375	0	0.419066534	3
400	Splat_400	Splatter	NEUR	CHOL VGLUT3	CHGA CHGB GNRH IGF NAMPT NPPC NUCB PENK SCG UBL VGF proSAAS		N/A	Basal forebrain: 54.0%, Amygdala: 22.9%, Hypothalamus: 14.7%	Human SI: 18.9%, Human BNST: 13.9%, Human HTHpo: 11.7%	SLC5A7, LHX8, CHAT, NTRK1, ECEL1, ISL1, AC091576.1, INSRR, OR8A1, CNBD1	769	0.107597056	49153.69831	0.712763714	0.017177038	171	269	329	0	0.427828349	3
401	Misc_401	Miscellaneous	NEUR	VGLUT2	CCK CHGB proSAAS		N/A	Hippocampus: 76.2%, Amygdala: 19.4%, Cerebral cortex: 4.4%	Human CA1U-CA2U-CA3U: 73.9%, Human BL: 8.9%, Human CMN: 7.1%	FST, SOX11, AC087516.2, BHLHE22, AL138826.1, LINC01163, SOX4, AC012409.2, AC112236.1, GPC2	2038	0.023096173	3240.505888	0.623747225	0.003817101	143	1626	269	0	0.797841021	3
402	Splat_402	Splatter	NEUR	GABA	AVP CHGA CHGB NAMPT NUCB SCG SST UBL VGF proSAAS		N/A	Midbrain: 58.2%, Hypothalamus: 41.6%, Amygdala: 0.1%	Human SN: 58.2%, Human HTHtub: 19.4%, Human HTHso-HTHtub: 19.2%	C14orf39, LMNTD1, AC004704.1, OTP, ISL1, P2RX2, LINC01920, FAM238B, AC010478.1, SLC10A4	1764	0.086274862	18826.64229	0.688837084	0.005711501	322	1098	344	0	0.62244898	3
403	Splat_403	Splatter	NEUR	GABA	CCK CHGB CORT NAMPT NUCB NXPH PENK SCG TAC VGF proSAAS		N/A	Cerebral cortex: 45.6%, Amygdala: 33.5%, Hypothalamus: 9.8%	Human AON: 25.7%, Human CoA: 18.1%, Human Pir: 14.1%	FRMD7, TRDN, AC007422.1, KANK3, CACNG5, SP8, ROR2, LINC01812, LINC01411, SCGN	2608	0.023464482	10997.65989	0.701650294	0.008320448	893	558	1156	1	0.443251534	4
404	Misc_404	Miscellaneous	NEUR	VGLUT1	CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH SCG SST TAC VGF proSAAS		N/A	Cerebral cortex: 94.4%, Amygdala: 2.5%, Basal forebrain: 1.2%	Human A14: 60.0%, Human M1C: 11.2%, Human A43: 3.2%	AC016687.2, AC021134.1, LINC02378, LINC02263, LINC01915, CXCL14, AL033539.2, AC004862.1, AC073578.2, LINC02306	1276	0.066025268	11870.4326	0.721757015	0.00524338	132	86	1006	52	0.788401254	4
405	Amex_405	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	CBLN CCK CHGA CHGB NAMPT NUCB SCG TAC UBL VGF proSAAS		N/A	Cerebral cortex: 41.9%, Hypothalamus: 27.8%, Amygdala: 27.3%	Human AON: 31.1%, Human HTHso: 26.6%, Human CoA: 12.2%	ROR2, TACR3, AC022523.1, AC020704.1, WDR86, AC025470.2, AL136119.1, NFIA-AS2, RXFP2, AC087516.2	6125	0.049537282	29484.90922	0.753092914	0.008806964	2431	945	2728	21	0.445387755	4
406	Amex_406	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CART CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL UCN VGF proSAAS		N/A	Amygdala: 50.5%, Cerebral cortex: 46.9%, Hypothalamus: 2.4%	Human Pir: 27.1%, Human A35-A36: 18.8%, Human CoA: 17.9%	RXFP2, AC112178.1, SCUBE1, FBXL21P, TFAP2D, IRAG2, AC109439.1, PLEKHG4B, CARTPT, NDST4	4858	0.030618259	27800.80403	0.756997383	0.005595947	1558	1828	1470	2	0.376286538	4
407	Amex_407	Amygdala excitatory	NEUR	VGLUT2 VGLUT3	CART CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Amygdala: 72.6%, Cerebral cortex: 23.5%, Hippocampus: 2.7%	Human CEN: 31.1%, Human CMN: 27.2%, Human A35-A36: 18.1%	TFAP2C, PAPPA2, CARTPT, BARHL2, LINC01798, MEIS1-AS3, AC006065.4, LHX9, GALR1, POU2F3	2370	0.057743945	26367.74515	0.757328124	0.006319473	907	1049	410	4	0.442616034	4
408	Amex_408	Amygdala excitatory	NEUR	VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH SCG VGF proSAAS		N/A	Cerebral cortex: 82.2%, Amygdala: 13.3%, Hypothalamus: 4.4%	Human AON: 77.8%, Human CoA: 8.9%, Human Pir: 4.4%	EOMES, RXFP2, CDHR1, CARTPT, LINC01866, LINC01965, SHISA3, LGR6, AKAIN1, LINC01621	45	0.048	10216.53333	0.670956591	0.015294682	39	0	6	0	0.866666667	2
409	Splat_409	Splatter	NEUR	GABA	CALCB CBLN CHGA CHGB NAMPT NUCB NXPH SCG SST TAC TRH UBL proSAAS		N/A	Basal forebrain: 66.5%, Amygdala: 14.2%, Thalamus: 9.9%	Human CaB: 17.8%, Human SI: 13.0%, Human NAC: 11.5%	GLP1R, CRABP1, CER1, TAC3, AL096799.1, TRH, LINC02203, NANOS1, NPR3, CHRNA3	6395	0.030020696	14166.57029	0.65865173	0.01125453	1928	2386	2076	5	0.373103987	4
410	Splat_410	Splatter	NEUR	VGLUT2	AVP CART CBLN CHGA CHGB CRH HCRT NAMPT NMB NPB NUCB OXT PENK SCG SST TRH UBL VGF proSAAS		N/A	Hypothalamus: 82.0%, Thalamus: 11.6%, Amygdala: 5.2%	Human HTHpo-HTHso: 58.9%, Human HTHtub: 15.3%, Human ANC: 11.5%	AVP, OXT, HCRT, SIM1, OTP, TRH, CARTPT, TH, AC092675.1, PGF	2511	0.072124883	18457.62206	0.608802724	0.022641397	1162	805	544	0	0.462763839	3
411	Splat_411	Splatter	NEUR	VGLUT2	AVP CBLN CCK CHGA CHGB GRP NAMPT NPY NUCB NXPH PDYN SCG UBL VGF proSAAS		N/A	Hypothalamus: 99.2%, Amygdala: 0.2%, Midbrain: 0.2%	Human HTHma-HTHtub: 37.3%, Human HTHpo-HTHso: 36.7%, Human MN: 10.8%	PPP1R17, GABRE, ECEL1, LHX5-AS1, PRDM13, RERGL, RADX, KC877982.1, PIK3C2G, SLITRK6	1665	0.026320874	10490.55435	0.60872052	0.011185037	888	684	92	1	0.533333333	4
412	Splat_412	Splatter	NEUR	GABA HDC VGLUT2	CBLN CHGA CHGB NAMPT NUCB NXPH SCG SST TAC UBL VGF proSAAS		N/A	Hypothalamus: 97.4%, Midbrain: 2.2%, Thalamus: 0.3%	Human MN: 45.2%, Human HTHma-HTHtub: 26.3%, Human HTHtub: 14.1%	PMCH, AC022433.1, ISL1, TBX3, AC010478.1, C14orf39, AC026765.3, GAL, VWA5B1, RADX	5062	0.051986311	27352.23469	0.733283966	0.006160911	2430	1880	752	0	0.480047412	3
413	Splat_413	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NTS NUCB NXPH SCG UBL proSAAS		N/A	Hypothalamus: 92.1%, Midbrain: 5.8%, Pons: 1.4%	Human MN: 38.6%, Human HTHma-HTHtub: 21.6%, Human HTHma: 18.2%	SIM1, PITX2, EBF3, AL158013.1, LHX1-DT, NTS, LHX1, ADGRG4, PANCR, FOXB1	4634	0.045341024	21076.17954	0.720596881	0.006496963	2120	2036	478	0	0.457488131	3
414	Splat_414	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NMB NPB NUCB NXPH PENK SCG SST TAC UBL VGF proSAAS		N/A	Hypothalamus: 90.6%, Midbrain: 8.5%, Thalamus: 0.8%	Human HTHma-HTHtub: 43.2%, Human MN: 14.9%, Human HTHma: 13.8%	SIM1, OTP, METTL11B, EBF3, LINC02505, AL110292.1, STK32B, LHX5-AS1, AL132857.1, AL158013.1	2915	0.060331068	20230.19383	0.691233311	0.006223185	647	1883	385	0	0.645969125	3
415	Splat_415	Splatter	NEUR	GABA VGLUT2	AVP CHGA CHGB NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Hypothalamus: 78.7%, Midbrain: 7.6%, Thalamus: 3.7%	Human HTHpo-HTHso: 30.8%, Human HTHso-HTHtub: 26.6%, Human HTHtub: 7.5%	AVP, ECEL1, ARHGAP36, C14orf39, HMX3, ISL1, SIX6, DIRAS3, PMCH, ZCCHC12	25816	0.048906442	10315.07995	0.585769234	0.03200241	12227	8712	4848	29	0.47362101	4
416	Splat_416	Splatter	NEUR	GABA	AVP CHGA CHGB GAL NAMPT NTS NUCB NXPH PENK PNOC SCG UBL VGF proSAAS		N/A	Hypothalamus: 65.4%, Thalamus: 17.9%, Amygdala: 8.1%	Human HTHso-HTHtub: 19.1%, Human ANC: 17.7%, Human HTHpo: 16.0%	GAL, HMX3, ECEL1, ISL1, ARHGAP36, DLK1, HMX2, DIRAS3, AC010478.1, C14orf39	3344	0.07163043	20804.32237	0.642132289	0.018508465	1010	1311	1023	0	0.392045455	3
417	Splat_417	Splatter	NEUR	GABA HDC	AVP CBLN CHGA CHGB GAL NAMPT NUCB SCG SST UBL VGF proSAAS		N/A	Hypothalamus: 95.8%, Midbrain: 4.0%, Amygdala: 0.1%	Human HTHtub: 32.3%, Human HTHso-HTHtub: 31.4%, Human HTHma-HTHtub: 26.7%	GHRH, OTP, CALCR, ECEL1, DLK1, C14orf39, ISL1, GAL, GABRE, SIX6	3885	0.057065717	21422.98044	0.658172682	0.012210641	1082	1547	1255	1	0.398198198	4
418	Splat_418	Splatter	NEUR	HDC VGLUT2	ADCYAP AVP CART CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG SST UBL VGF proSAAS		N/A	Hypothalamus: 99.3%, Midbrain: 0.5%, Thalamus: 0.1%	Human HTHso-HTHtub: 52.0%, Human HTHtub: 32.9%, Human HTHma-HTHtub: 10.3%	FEZF1, FEZF1-AS1, PGR, LINC00540, DGKK, ZCCHC12, PRLR, PGR-AS1, SYTL4, ANKRD34B	5390	0.065571693	24341.22338	0.686525618	0.013172953	1554	2061	1775	0	0.382374768	3
