accession_id,PCL_id,label,Class auto-annotation,cl_parent_1,cl_parent_2,cl_parent_3,cl_parent_4,definition,definition_ref,brain_region,brain_region_curie,brain_region_evidence,markers,marker_fbeta_score
CS202210140_371,PCL:0051371,Splat_370 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of EBF3 (Hsap), LEF1 (Hsap), LGR5 (Hsap), EBF2 (Hsap). The soma of these cells can be found in the mesencephalon. The reference data for this cell type is CS202210140_371.",DOI:10.1101/2022.10.12.511898,mesencephalon,HBA:9001,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 98.8%.,"LGR5 (Hsap), EBF2 (Hsap), LEF1 (Hsap), EBF3 (Hsap)",0.4644373673036093
CS202210140_372,PCL:0051372,Splat_371 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CPA6 (Hsap), BNC2 (Hsap), NPSR1 (Hsap). The soma of these cells can be found in the mesencephalon. The reference data for this cell type is CS202210140_372.",DOI:10.1101/2022.10.12.511898,mesencephalon,HBA:9001,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 99.7%.,"NPSR1 (Hsap), BNC2 (Hsap), CPA6 (Hsap)",0.85949177877429
CS202210140_373,PCL:0051373,Thex_372 thalamic excitatory neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023068"";""thalamic excitatory neuron"")",,,,"A thalamic excitatory neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of PTH2R (Hsap), TCF7L2 (Hsap), FAM9B (Hsap), RNF220 (Hsap). The soma of these cells can be found in the mesencephalon, thalamus. The reference data for this cell type is CS202210140_373.",DOI:10.1101/2022.10.12.511898,"mesencephalon, thalamus","HBA:9001, HBA:4392",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 53.2%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 44.2%.,"PTH2R (Hsap), RNF220 (Hsap), TCF7L2 (Hsap), FAM9B (Hsap)",0.39033457249070636
CS202210140_374,PCL:0051374,Splat_373 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LHX2 (Hsap), TCF7L2 (Hsap), SHOX2 (Hsap), PDGFD (Hsap). The soma of these cells can be found in the mesencephalon, thalamus. The reference data for this cell type is CS202210140_374.",DOI:10.1101/2022.10.12.511898,"thalamus, mesencephalon","HBA:4392, HBA:9001",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 36.6%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 61.4%.,"SHOX2 (Hsap), TCF7L2 (Hsap), LHX2 (Hsap), PDGFD (Hsap)",0.3561185468451243
CS202210140_375,PCL:0051375,Splat_374 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of TFAP2B (Hsap), LMX1A (Hsap). The soma of these cells can be found in the pons, mesencephalon. The reference data for this cell type is CS202210140_375.",DOI:10.1101/2022.10.12.511898,"mesencephalon, pons","HBA:9001, HBA:9131",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 19.6%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 77.9%.,"LMX1A (Hsap), TFAP2B (Hsap)",0.7778864970645795
CS202210140_376,PCL:0051376,Splat_375 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CBLN2 (Hsap), POU4F1 (Hsap), CRNDE (Hsap). The soma of these cells can be found in the thalamus. The reference data for this cell type is CS202210140_376.",DOI:10.1101/2022.10.12.511898,thalamus,HBA:4392,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 94.3%.,"CRNDE (Hsap), CBLN2 (Hsap), POU4F1 (Hsap)",0.6374172185430463
CS202210140_377,PCL:0051377,Splat_376 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of ZFHX3 (Hsap), RP11-491F9.1 (Hsap). The soma of these cells can be found in the hypothalamus, mesencephalon. The reference data for this cell type is CS202210140_377.",DOI:10.1101/2022.10.12.511898,"mesencephalon, hypothalamus","HBA:9001, HBA:4540",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 37.9%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 51.0%.,"RP11-491F9.1 (Hsap), ZFHX3 (Hsap)",0.04120048382219534
CS202210140_378,PCL:0051378,Splat_377 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of ZIC2 (Hsap), DIRAS3 (Hsap), LHX1 (Hsap). The soma of these cells can be found in the hypothalamus, amygdala, thalamus. The reference data for this cell type is CS202210140_378.",DOI:10.1101/2022.10.12.511898,"thalamus, hypothalamus","HBA:4392, HBA:4540",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 31.4%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 33.0%.,"DIRAS3 (Hsap), ZIC2 (Hsap), LHX1 (Hsap)",0.47145328719723184
CS202210140_379,PCL:0051379,Splat_378 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011110"";""histaminergic neuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of ISL1 (Hsap), ONECUT1 (Hsap). The soma of these cells can be found in the amygdala, basal forebrain, hypothalamus. The reference data for this cell type is CS202210140_379.",DOI:10.1101/2022.10.12.511898,"hypothalamus, basal forebrain","HBA:4540, HBA:4300",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 22.3%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Basal forebrain: 25.2%.,"ISL1 (Hsap), ONECUT1 (Hsap)",0.5569540591567025
CS202210140_380,PCL:0051380,Splat_379 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_1001509"";""glycinergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SLC6A5 (Hsap), OTP (Hsap), EBF2 (Hsap). The soma of these cells can be found in the pons. The reference data for this cell type is CS202210140_380.",DOI:10.1101/2022.10.12.511898,pons,HBA:9131,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 99.2%.,"EBF2 (Hsap), OTP (Hsap), SLC6A5 (Hsap)",0.7386363636363636
CS202210140_381,PCL:0051381,Splat_380 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_1001509"";""glycinergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of EBF3 (Hsap), NXPH2 (Hsap), HTR2C (Hsap), SLC6A5 (Hsap). The soma of these cells can be found in the pons, myelencephalon. The reference data for this cell type is CS202210140_381.",DOI:10.1101/2022.10.12.511898,pons,HBA:9131,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 62.5%.,"HTR2C (Hsap), SLC6A5 (Hsap), EBF3 (Hsap), NXPH2 (Hsap)",0.31666666666666665
CS202210140_382,PCL:0051382,Splat_381 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000617"";""GABAergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of EBF1 (Hsap), OTP (Hsap), EBF2 (Hsap). The soma of these cells can be found in the pons, mesencephalon. The reference data for this cell type is CS202210140_382.",DOI:10.1101/2022.10.12.511898,"pons, mesencephalon","HBA:9131, HBA:9001",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 83.9%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 15.4%.,"EBF1 (Hsap), OTP (Hsap), EBF2 (Hsap)",0.6004618937644342
CS202210140_383,PCL:0051383,Splat_382 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of RSPO3 (Hsap), TCF7L2 (Hsap), SST (Hsap). The soma of these cells can be found in the amygdala, hypothalamus, basal forebrain. The reference data for this cell type is CS202210140_383.",DOI:10.1101/2022.10.12.511898,"hypothalamus, basal forebrain","HBA:4540, HBA:4300",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 30.4%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Basal forebrain: 21.9%.,"RSPO3 (Hsap), SST (Hsap), TCF7L2 (Hsap)",0.5208333333333334
CS202210140_384,PCL:0051384,Splat_383 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LMX1A (Hsap), PITX2 (Hsap), EBF2 (Hsap). The soma of these cells can be found in the hypothalamus, mesencephalon. The reference data for this cell type is CS202210140_384.",DOI:10.1101/2022.10.12.511898,"hypothalamus, mesencephalon","HBA:4540, HBA:9001",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 68.0%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 24.6%.,"PITX2 (Hsap), EBF2 (Hsap), LMX1A (Hsap)",0.534156976744186
CS202210140_385,PCL:0051385,Splat_384 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CDH23 (Hsap), LMX1A (Hsap), PITX2 (Hsap). The soma of these cells can be found in the hypothalamus, mesencephalon. The reference data for this cell type is CS202210140_385.",DOI:10.1101/2022.10.12.511898,"mesencephalon, hypothalamus","HBA:9001, HBA:4540",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 39.3%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 43.2%.,"PITX2 (Hsap), LMX1A (Hsap), CDH23 (Hsap)",0.710093896713615
CS202210140_386,PCL:0051386,Splat_385 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LMX1A (Hsap), AR (Hsap). The soma of these cells can be found in the hypothalamus. The reference data for this cell type is CS202210140_386.",DOI:10.1101/2022.10.12.511898,hypothalamus,HBA:4540,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 93.4%.,"AR (Hsap), LMX1A (Hsap)",0.6438253012048193
CS202210140_387,PCL:0051387,Splat_386 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of HOXB3 (Hsap), NR4A2 (Hsap), TACR3 (Hsap). The soma of these cells can be found in the myelencephalon. The reference data for this cell type is CS202210140_387.",DOI:10.1101/2022.10.12.511898,,,,"NR4A2 (Hsap), TACR3 (Hsap), HOXB3 (Hsap)",0.5685131195335277
CS202210140_388,PCL:0051388,Splat_387 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of PAX5 (Hsap), EBF2 (Hsap). The soma of these cells can be found in the pons. The reference data for this cell type is CS202210140_388.",DOI:10.1101/2022.10.12.511898,pons,HBA:9131,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 89.9%.,"EBF2 (Hsap), PAX5 (Hsap)",0.7330827067669172
CS202210140_389,PCL:0051389,Splat_388 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of NPFFR2 (Hsap), LAMA1 (Hsap), LINC01798 (Hsap). The soma of these cells can be found in the pons. The reference data for this cell type is CS202210140_389.",DOI:10.1101/2022.10.12.511898,pons,HBA:9131,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 90.9%.,"NPFFR2 (Hsap), LAMA1 (Hsap), LINC01798 (Hsap)",0.5567010309278351
CS202210140_390,PCL:0051390,Splat_389 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000617"";""GABAergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of GATA3 (Hsap), FIGN (Hsap), DACH1 (Hsap). The soma of these cells can be found in the pons, mesencephalon. The reference data for this cell type is CS202210140_390.",DOI:10.1101/2022.10.12.511898,"mesencephalon, pons","HBA:9001, HBA:9131",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 29.6%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 67.3%.,"GATA3 (Hsap), DACH1 (Hsap), FIGN (Hsap)",0.12567476383265855
CS202210140_391,PCL:0051391,Splat_390 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000617"";""GABAergic neuron"")",,,,"A neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of NRXN3 (Hsap), POU6F2 (Hsap), ZIC1 (Hsap), SNHG14 (Hsap). The soma of these cells can be found in the thalamus. The reference data for this cell type is CS202210140_391.",DOI:10.1101/2022.10.12.511898,thalamus,HBA:4392,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 81.4%.,"NRXN3 (Hsap), POU6F2 (Hsap), SNHG14 (Hsap), ZIC1 (Hsap)",0.10550303848750844
